participantId,championId,teamId,kills,deaths,win
6,235,200,3,12,False
7,31,200,8,4,False
8,18,200,12,10,False
9,518,200,17,5,False
10,234,200,4,10,False
1,81,100,11,9,True
2,518,100,6,8,True
3,121,100,7,12,True
4,267,100,3,5,True
5,83,100,17,3,True
6,141,200,10,12,False
7,99,200,5,7,False
8,22,200,4,10,False
9,62,200,4,8,False
10,236,200,13,8,False
1,245,100,11,2,True
2,106,100,9,4,True
3,10,100,4,6,True
4,51,100,4,1,True
5,50,100,2,2,True
6,110,200,4,6,False
7,45,200,1,7,False
8,86,200,6,6,False
9,82,200,3,6,False
10,117,200,0,5,False
1,19,100,12,7,True
2,202,100,1,1,True
3,61,100,5,0,True
4,201,100,2,1,True
5,102,100,4,1,True
6,101,200,3,5,False
7,150,200,5,5,False
8,106,200,0,8,False
9,8,200,1,4,False
10,222,200,1,2,False
1,99,100,7,10,True
2,245,100,10,8,True
3,235,100,21,5,True
4,45,100,4,11,True
5,41,100,9,10,True
6,21,200,6,13,False
7,62,200,13,9,False
8,17,200,5,11,False
9,34,200,17,9,False
10,57,200,3,9,False
1,33,100,5,9,True
2,142,100,11,4,True
3,53,100,4,3,True
4,75,100,2,4,True
5,29,100,17,5,True
6,15,200,2,9,False
7,235,200,6,9,False
8,114,200,8,7,False
9,99,200,6,7,False
10,20,200,3,7,False
1,777,100,5,4,True
2,6,100,12,4,True
3,50,100,4,4,True
4,236,100,8,2,True
5,120,100,11,2,True
6,54,200,4,6,False
7,234,200,2,12,False
8,201,200,1,6,False
9,81,200,4,9,False
10,131,200,5,7,False
1,103,100,10,9,True
2,350,100,1,5,True
3,245,100,2,7,True
4,222,100,13,8,True
5,106,100,6,4,True
6,83,200,7,5,False
7,157,200,11,7,False
8,202,200,6,5,False
9,876,200,6,9,False
10,43,200,2,6,False
1,105,100,7,9,False
2,202,100,8,5,False
3,111,100,2,10,False
4,102,100,4,13,False
5,58,100,7,7,False
6,22,200,8,4,True
7,235,200,2,12,True
8,90,200,9,4,True
9,120,200,17,3,True
10,86,200,8,5,True
1,777,100,2,5,True
2,111,100,2,1,True
3,360,100,10,2,True
4,31,100,3,2,True
5,32,100,0,4,True
6,127,200,1,5,False
7,92,200,5,2,False
8,350,200,1,4,False
9,83,200,7,3,False
10,81,200,0,3,False
1,51,100,3,4,False
2,28,100,3,5,False
3,89,100,3,7,False
4,150,100,4,2,False
5,238,100,6,6,False
6,18,200,6,2,True
7,35,200,7,2,True
8,122,200,1,5,True
9,50,200,1,5,True
10,81,200,9,5,True
1,78,100,12,11,False
2,53,100,3,15,False
3,85,100,10,14,False
4,18,100,14,14,False
5,25,100,6,11,False
6,55,200,10,15,True
7,22,200,19,12,True
8,99,200,17,1,True
9,98,200,8,6,True
10,141,200,11,11,True
1,114,100,9,4,False
2,240,100,9,4,False
3,26,100,3,6,False
4,56,100,8,9,False
5,81,100,1,6,False
6,236,200,3,9,True
7,27,200,7,5,True
8,20,200,8,5,True
9,122,200,8,5,True
10,25,200,3,6,True
1,62,100,3,4,True
2,105,100,21,3,True
3,75,100,6,8,True
4,145,100,7,4,True
5,22,100,4,3,True
6,236,200,7,8,False
7,89,200,3,7,False
8,245,200,2,9,False
9,17,200,8,10,False
10,3,200,2,7,False
1,235,100,5,10,False
2,238,100,11,8,False
3,9,100,5,9,False
4,62,100,3,5,False
5,145,100,12,8,False
6,234,200,13,9,True
7,202,200,6,6,True
8,55,200,11,7,True
9,432,200,5,6,True
10,516,200,5,8,True
1,28,100,6,3,True
2,62,100,2,6,True
3,157,100,8,2,True
4,555,100,10,6,True
5,22,100,11,4,True
6,67,200,10,4,False
7,131,200,3,8,False
8,150,200,4,9,False
9,235,200,3,7,False
10,120,200,1,9,False
1,150,100,7,6,False
2,147,100,3,4,False
3,141,100,0,8,False
4,157,100,3,9,False
5,31,100,2,5,False
6,81,200,13,2,True
7,89,200,1,5,True
8,518,200,1,2,True
9,24,200,13,2,True
10,875,200,3,4,True
1,111,100,3,9,False
2,22,100,7,12,False
3,121,100,7,11,False
4,8,100,3,11,False
5,114,100,5,4,False
6,1,200,8,6,True
7,82,200,1,8,True
8,154,200,9,2,True
9,360,200,17,7,True
10,141,200,10,2,True
1,20,100,2,14,False
2,86,100,10,8,False
3,157,100,1,18,False
4,202,100,10,12,False
5,555,100,17,14,False
6,222,200,17,4,True
7,412,200,3,8,True
8,19,200,22,10,True
9,7,200,21,8,True
10,10,200,3,10,True
1,103,100,4,9,False
2,777,100,10,10,False
3,99,100,3,8,False
4,119,100,8,7,False
5,104,100,5,6,False
6,163,200,4,6,True
7,236,200,16,10,True
8,62,200,3,6,True
9,202,200,4,4,True
10,5,200,12,4,True
1,48,100,5,2,True
2,107,100,9,7,True
3,360,100,24,7,True
4,91,100,6,7,True
5,235,100,9,8,True
6,55,200,9,13,False
7,63,200,6,12,False
8,420,200,6,10,False
9,23,200,2,6,False
10,21,200,8,12,False
1,111,100,2,4,True
2,64,100,17,2,True
3,202,100,8,2,True
4,517,100,6,1,True
5,83,100,3,2,True
6,245,200,1,7,False
7,875,200,1,10,False
8,99,200,5,6,False
9,412,200,1,7,False
10,81,200,3,6,False
1,99,100,9,6,False
2,101,100,4,9,False
3,102,100,8,6,False
4,22,100,12,3,False
5,86,100,4,4,False
6,157,200,14,9,True
7,83,200,8,3,True
8,202,200,5,11,True
9,518,200,0,9,True
10,77,200,1,5,True
1,82,100,10,6,True
2,55,100,12,4,True
3,16,100,0,2,True
4,120,100,4,2,True
5,15,100,13,1,True
6,106,200,6,9,False
7,127,200,4,5,False
8,222,200,2,8,False
9,99,200,0,9,False
10,420,200,3,8,False
1,81,100,4,1,True
2,157,100,8,2,True
3,53,100,2,2,True
4,876,100,7,1,True
5,120,100,6,1,True
6,45,200,2,5,False
7,202,200,1,4,False
8,432,200,0,6,False
9,77,200,1,5,False
10,23,200,3,7,False
1,555,100,12,13,True
2,222,100,16,11,True
3,92,100,10,8,True
4,141,100,10,11,True
5,15,100,3,6,True
6,101,200,14,5,False
7,202,200,20,8,False
8,518,200,2,12,False
9,11,200,12,14,False
10,122,200,1,12,False
1,86,100,1,9,False
2,75,100,1,4,False
3,90,100,5,8,False
4,145,100,4,7,False
5,43,100,2,8,False
6,25,200,3,3,True
7,105,200,7,5,True
8,141,200,1,3,True
9,67,200,15,1,True
10,161,200,10,1,True
1,37,100,0,4,True
2,24,100,9,2,True
3,42,100,5,3,True
4,145,100,9,4,True
5,120,100,6,4,True
6,2,200,9,8,False
7,51,200,2,5,False
8,117,200,1,6,False
9,38,200,4,5,False
10,114,200,1,5,False
1,61,100,3,8,False
2,27,100,0,7,False
3,497,100,1,4,False
4,51,100,0,2,False
5,131,100,3,2,False
6,82,200,6,0,True
7,103,200,3,3,True
8,18,200,5,1,True
9,117,200,1,0,True
10,56,200,8,3,True
1,120,100,6,4,True
2,25,100,11,3,True
3,142,100,6,4,True
4,119,100,6,2,True
5,6,100,1,5,True
6,10,200,5,1,False
7,50,200,2,8,False
8,360,200,4,7,False
9,106,200,4,5,False
10,84,200,2,9,False
1,555,100,3,2,True
2,19,100,2,3,True
3,39,100,4,3,True
4,74,100,4,3,True
5,202,100,10,2,True
6,147,200,0,7,False
7,145,200,3,6,False
8,79,200,0,1,False
9,86,200,3,3,False
10,234,200,6,6,False
1,102,100,4,4,True
2,25,100,3,5,True
3,36,100,3,4,True
4,81,100,6,0,True
5,45,100,12,4,True
6,497,200,0,4,False
7,90,200,8,5,False
8,61,200,2,11,False
9,75,200,4,4,False
10,76,200,2,4,False
1,106,100,3,11,False
2,111,100,2,12,False
3,19,100,12,9,False
4,360,100,5,13,False
5,518,100,12,9,False
6,11,200,8,12,True
7,145,200,24,4,True
8,89,200,2,5,True
9,245,200,11,7,True
10,31,200,9,6,True
1,56,100,7,4,True
2,25,100,11,0,True
3,22,100,7,3,True
4,84,100,14,1,True
5,39,100,5,7,True
6,157,200,3,4,False
7,235,200,1,7,False
8,147,200,2,10,False
9,19,200,8,14,False
10,17,200,1,9,False
1,48,100,6,0,True
2,53,100,1,2,True
3,246,100,7,4,True
4,517,100,1,5,True
5,498,100,7,1,True
6,24,200,7,3,False
7,11,200,2,5,False
8,526,200,0,4,False
9,67,200,0,4,False
10,45,200,3,6,False
1,39,100,10,12,False
2,67,100,7,10,False
3,111,100,7,8,False
4,83,100,1,9,False
5,20,100,1,6,False
6,89,200,2,6,True
7,103,200,9,1,True
8,59,200,13,4,True
9,18,200,13,10,True
10,141,200,8,5,True
1,131,100,4,13,False
2,17,100,15,7,False
3,141,100,10,13,False
4,25,100,0,10,False
5,51,100,6,11,False
6,63,200,6,7,True
7,56,200,13,7,True
8,420,200,7,11,True
9,1,200,17,9,True
10,21,200,11,2,True
1,875,100,5,4,False
2,106,100,5,8,False
3,111,100,1,5,False
4,18,100,3,5,False
5,84,100,13,8,False
6,133,200,6,3,True
7,117,200,3,3,True
8,14,200,8,8,True
9,13,200,5,9,True
10,222,200,8,4,True
1,16,100,3,3,True
2,157,100,15,6,True
3,54,100,3,5,True
4,80,100,10,6,True
5,203,100,8,4,True
6,202,200,8,9,False
7,56,200,11,8,False
8,62,200,1,5,False
9,53,200,0,7,False
10,517,200,4,10,False
1,62,100,9,6,True
2,150,100,1,9,True
3,246,100,8,10,True
4,50,100,23,2,True
5,145,100,13,8,True
6,432,200,7,13,False
7,498,200,7,16,False
8,84,200,9,7,False
9,875,200,8,8,False
10,254,200,4,10,False
1,11,100,19,9,True
2,63,100,2,5,True
3,164,100,6,4,True
4,526,100,5,5,True
5,21,100,11,6,True
6,145,200,3,11,False
7,83,200,9,10,False
8,157,200,8,6,False
9,101,200,6,6,False
10,28,200,2,10,False
1,147,100,2,6,True
2,5,100,5,4,True
3,105,100,8,5,True
4,222,100,16,4,True
5,150,100,2,5,True
6,55,200,8,8,False
7,83,200,7,4,False
8,245,200,1,5,False
9,498,200,1,7,False
10,25,200,7,10,False
1,141,100,3,5,False
2,22,100,5,8,False
3,31,100,3,8,False
4,157,100,3,12,False
5,111,100,4,5,False
6,8,200,8,4,True
7,11,200,14,3,True
8,412,200,2,5,True
9,110,200,4,4,True
10,875,200,10,2,True
1,45,100,4,10,False
2,77,100,2,10,False
3,157,100,5,10,False
4,202,100,6,4,False
5,31,100,5,10,False
6,55,200,10,8,True
7,89,200,2,5,True
8,62,200,5,3,True
9,18,200,15,4,True
10,122,200,10,2,True
1,89,100,1,5,True
2,21,100,11,3,True
3,777,100,4,5,True
4,6,100,18,2,True
5,11,100,12,6,True
6,202,200,4,9,False
7,25,200,3,10,False
8,34,200,7,10,False
9,39,200,4,8,False
10,20,200,3,9,False
1,122,100,5,6,False
2,31,100,0,10,False
3,81,100,8,12,False
4,33,100,1,7,False
5,63,100,20,12,False
6,1,200,11,5,True
7,58,200,5,5,True
8,32,200,8,3,True
9,21,200,17,10,True
10,147,200,6,11,True
1,91,100,6,13,False
2,82,100,7,11,False
3,51,100,6,8,False
4,36,100,3,11,False
5,26,100,5,6,False
6,238,200,12,4,True
7,89,200,2,6,True
8,19,200,10,7,True
9,27,200,9,5,True
10,21,200,16,5,True
1,238,100,5,0,True
2,121,100,6,1,True
3,161,100,2,1,True
4,81,100,2,3,True
5,23,100,5,0,True
6,234,200,1,4,False
7,89,200,0,4,False
8,15,200,4,4,False
9,131,200,0,5,False
10,79,200,0,3,False
1,222,100,2,8,False
2,516,100,1,6,False
3,20,100,0,3,False
4,53,100,0,5,False
5,105,100,6,5,False
6,35,200,14,1,True
7,84,200,7,2,True
8,45,200,2,2,True
9,235,200,2,3,True
10,6,200,2,1,True
1,235,100,4,1,True
2,85,100,1,5,True
3,121,100,23,2,True
4,18,100,5,2,True
5,39,100,2,4,True
6,5,200,9,7,False
7,43,200,0,10,False
8,34,200,4,5,False
9,141,200,0,10,False
10,67,200,1,3,False
1,51,100,4,6,False
2,63,100,5,6,False
3,17,100,6,6,False
4,202,100,3,7,False
5,20,100,6,5,False
6,40,200,1,3,True
7,45,200,5,3,True
8,35,200,6,7,True
9,157,200,15,10,True
10,54,200,3,2,True
1,31,100,4,10,True
2,86,100,14,3,True
3,82,100,8,9,True
4,57,100,3,8,True
5,222,100,7,6,True
6,121,200,12,6,False
7,112,200,8,6,False
8,22,200,4,9,False
9,516,200,6,7,False
10,50,200,6,8,False
1,99,100,6,5,False
2,67,100,3,7,False
3,91,100,5,7,False
4,98,100,6,6,False
5,79,100,1,8,False
6,13,200,6,5,True
7,11,200,9,5,True
8,24,200,7,2,True
9,22,200,7,4,True
10,45,200,4,5,True
1,121,100,9,6,False
2,8,100,1,7,False
3,555,100,7,10,False
4,202,100,5,7,False
5,84,100,1,5,False
6,150,200,4,1,True
7,51,200,18,6,True
8,53,200,2,3,True
9,234,200,4,8,True
10,3,200,7,5,True
1,53,100,2,12,False
2,122,100,4,6,False
3,202,100,9,8,False
4,77,100,5,7,False
5,39,100,11,13,False
6,238,200,17,6,True
7,35,200,7,7,True
8,147,200,1,5,True
9,121,200,17,6,True
10,126,200,4,7,True
1,80,100,1,10,False
2,22,100,0,8,False
3,11,100,9,8,False
4,89,100,1,6,False
5,106,100,5,6,False
6,86,200,6,4,True
7,245,200,5,5,True
8,145,200,17,1,True
9,555,200,6,3,True
10,20,200,4,3,True
1,84,100,9,5,False
2,222,100,5,6,False
3,555,100,6,10,False
4,86,100,4,9,False
5,56,100,2,6,False
6,82,200,10,5,True
7,24,200,2,4,True
8,157,200,21,3,True
9,350,200,0,5,True
10,5,200,3,9,True
1,222,100,0,7,False
2,98,100,0,6,False
3,60,100,11,7,False
4,157,100,4,6,False
5,86,100,3,8,False
6,58,200,7,6,True
7,50,200,7,3,True
8,143,200,6,3,True
9,35,200,8,2,True
10,75,200,6,4,True
1,35,100,1,9,False
2,523,100,11,8,False
3,412,100,0,8,False
4,39,100,6,6,False
5,122,100,5,5,False
6,25,200,6,2,True
7,5,200,6,6,True
8,21,200,3,5,True
9,75,200,11,4,True
10,112,200,10,6,True
1,81,100,4,6,False
2,234,100,3,14,False
3,31,100,3,8,False
4,55,100,22,7,False
5,53,100,2,10,False
6,202,200,17,8,True
7,147,200,5,7,True
8,143,200,4,8,True
9,35,200,14,9,True
10,27,200,5,2,True
1,91,100,8,2,True
2,31,100,5,2,True
3,12,100,3,5,True
4,234,100,10,2,True
5,15,100,3,3,True
6,32,200,2,8,False
7,246,200,0,3,False
8,147,200,1,5,False
9,236,200,9,8,False
10,122,200,2,5,False
1,202,100,8,4,True
2,50,100,2,4,True
3,36,100,4,3,True
4,75,100,6,2,True
5,45,100,5,6,True
6,222,200,1,4,False
7,117,200,0,3,False
8,9,200,4,7,False
9,54,200,1,7,False
10,517,200,13,4,False
1,150,100,2,3,True
2,18,100,7,0,True
3,516,100,4,0,True
4,67,100,3,1,True
5,35,100,10,1,True
6,420,200,3,7,False
7,1,200,2,7,False
8,32,200,0,5,False
9,25,200,0,6,False
10,145,200,0,1,False
1,145,100,11,1,True
2,92,100,5,3,True
3,245,100,1,0,True
4,161,100,7,3,True
5,50,100,7,2,True
6,67,200,1,9,False
7,142,200,2,5,False
8,99,200,2,6,False
9,106,200,2,6,False
10,23,200,2,5,False
